"","name","code"
"1088","中航高科","600862"
"1089","内蒙华电","600863"
"1090","哈投股份","600864"
"1091","百大集团","600865"
"1092","星湖科技","600866"
"1093","通化东宝","600867"
"1094","梅雁吉祥","600868"
"1095","智慧能源","600869"
"1096","*ST厦华","600870"
"1097","*ST油服","600871"
"1098","中炬高新","600872"
"1099","梅花生物","600873"
"1100","创业环保","600874"
"1101","东方电气","600875"
"1102","洛阳玻璃","600876"
"1103","ST嘉陵","600877"
"1104","*ST北科","600878"
"1105","航天电子","600879"
"1106","博瑞传播","600880"
"1107","亚泰集团","600881"
"1108","广泽股份","600882"
"1109","博闻科技","600883"
"1110","杉杉股份","600884"
"1111","宏发股份","600885"
"1112","国投电力","600886"
"1113","伊利股份","600887"
"1114","新疆众和","600888"
"1115","南京化纤","600889"
"1116","中房股份","600890"
"1117","秋林集团","600891"
"1118","大晟文化","600892"
"1119","航发动力","600893"
"1120","广日股份","600894"
"1121","张江高科","600895"
"1122","*ST海投","600896"
"1123","厦门空港","600897"
"1124","国美通讯","600898"
"1125","*ST信联","600899"
"1126","长江电力","600900"
"1127","江苏租赁","600901"
"1128","贵州燃气","600903"
"1129","无锡银行","600908"
"1130","华安证券","600909"
"1131","重庆燃气","600917"
"1132","江苏银行","600919"
"1133","杭州银行","600926"
"1134","湖南盐业","600929"
"1135","XD爱柯迪","600933"
"1136","广西广电","600936"
"1137","重庆建工","600939"
"1138","东方证券","600958"
"1139","江苏有线","600959"
"1140","渤海汽车","600960"
"1141","株冶集团","600961"
"1142","国投中鲁","600962"
"1143","岳阳林纸","600963"
"1144","福成股份","600965"
"1145","博汇纸业","600966"
"1146","内蒙一机","600967"
"1147","郴电国际","600969"
"1148","中材国际","600970"
"1149","恒源煤电","600971"
"1150","宝胜股份","600973"
"1151","新五丰","600975"
"1152","健民集团","600976"
"1153","中国电影","600977"
"1154","宜华生活","600978"
"1155","广安爱众","600979"
"1156","北矿科技","600980"
"1157","汇鸿集团","600981"
"1158","宁波热电","600982"
"1159","惠而浦","600983"
"1160","建设机械","600984"
"1161","雷鸣科化","600985"
"1162","科达股份","600986"
"1163","航民股份","600987"
"1164","赤峰黄金","600988"
"1165","四创电子","600990"
"1166","广汽长丰","600991"
"1167","贵绳股份","600992"
"1168","马应龙","600993"
"1169","文山电力","600995"
"1170","贵广网络","600996"
"1171","开滦股份","600997"
"1172","九州通","600998"
"1173","招商证券","600999"
"1174","唐山港","601000"
"1175","大同煤业","601001"
"1176","晋亿实业","601002"
"1177","柳钢股份","601003"
"1178","重庆钢铁","601005"
"1179","大秦铁路","601006"
"1180","金陵饭店","601007"
"1181","连云港","601008"
"1182","南京银行","601009"
"1183","XD文峰股","601010"
"1184","宝泰隆","601011"
"1185","隆基股份","601012"
"1186","陕西黑猫","601015"
"1187","节能风电","601016"
"1188","宁波港","601018"
"1189","山东出版","601019"
"1190","华钰矿业","601020"
"1191","春秋航空","601021"
"1192","玉龙股份","601028"
"1193","一拖股份","601038"
"1194","赛轮金宇","601058"
"1195","中信建投","601066"
"1196","西部黄金","601069"
"1197","国芳集团","601086"
"1198","中国神华","601088"
"1199","中南传媒","601098"
"1200","太平洋","601099"
"1201","恒立液压","601100"
"1202","昊华能源","601101"
"1203","中国一重","601106"
"1204","四川成渝","601107"
"1205","财通证券","601108"
"1206","中国国航","601111"
"1207","华鼎股份","601113"
"1208","三江购物","601116"
"1209","中国化学","601117"
"1210","海南橡胶","601118"
"1211","四方股份","601126"
"1212","小康股份","601127"
"1213","常熟银行","601128"
"1214","博威合金","601137"
"1215","N富联","601138"
"1216","深圳燃气","601139"
"1217","新城控股","601155"
"1218","XD重庆水","601158"
"1219","三角轮胎","601163"
"1220","兴业银行","601166"
"1221","西部矿业","601168"
"1222","北京银行","601169"
"1223","杭齿前进","601177"
"1224","中国西电","601179"
"1225","中国铁建","601186"
"1226","龙江交通","601188"
"1227","东兴证券","601198"
"1228","江南水务","601199"
"1229","上海环境","601200"
"1230","海尔施","601206"
"1231","东材科技","601208"
"1232","国泰君安","601211"
"1233","白银有色","601212"
"1234","君正集团","601216"
"1235","吉鑫科技","601218"
"1236","林洋能源","601222"
"1237","陕西煤业","601225"
"1238","华电重工","601226"
"1239","广州港","601228"
"1240","上海银行","601229"
"1241","XD环旭电","601231"
"1242","桐昆股份","601233"
"1243","广汽集团","601238"
"1244","庞大集团","601258"
"1245","*ST二重","601268"
"1246","农业银行","601288"
"1247","中国北车","601299"
"1248","骆驼股份","601311"
"1249","江南嘉捷","601313"
"1250","中国平安","601318"
"1251","秦港股份","601326"
"1252","交通银行","601328"
"1253","绿色动力","601330"
"1254","广深铁路","601333"
"1255","新华保险","601336"
"1256","百隆东方","601339"
"1257","三六零","601360"
"1258","利群股份","601366"
"1259","绿城水务","601368"
"1260","陕鼓动力","601369"
"1261","中原证券","601375"
"1262","兴业证券","601377"
"1263","怡球资源","601388"
"1264","中国中铁","601390"
"1265","工商银行","601398"
"1266","通用股份","601500"
"1267","东风股份","601515"
"1268","吉林高速","601518"
"1269","大智慧","601519"
"1270","东吴证券","601555"
"1271","ST锐电","601558"
"1272","九牧王","601566"
"1273","三星医疗","601567"
"1274","会稽山","601579"
"1275","北辰实业","601588"
"1276","上海电影","601595"
"1277","鹿港文化","601599"
"1278","中国铝业","601600"
"1279","中国太保","601601"
"1280","上海医药","601607"
"1281","中信重工","601608"
"1282","中国核建","601611"
"1283","广电电气","601616"
"1284","中国中冶","601618"
"1285","嘉泽新能","601619"
"1286","中国人寿","601628"
"1287","长城汽车","601633"
"1288","旗滨集团","601636"
"1289","平煤股份","601666"
"1290","中国建筑","601668"
"1291","中国电建","601669"
"1292","明泰铝业","601677"
"1293","滨化股份","601678"
"1294","华泰证券","601688"
"1295","拓普集团","601689"
"1296","潞安环能","601699"
"1297","风范股份","601700"
"1298","郑煤机","601717"
"1299","际华集团","601718"
"1300","上海电气","601727"
"1301","中国中车","601766"
"1302","力帆股份","601777"
"1303","光大证券","601788"
"1304","宁波建工","601789"
"1305","*ST蓝科","601798"
"1306","星宇股份","601799"
"1307","中国交建","601800"
"1308","皖新传媒","601801"
"1309","中海油服","601808"
"1310","新华文轩","601811"
"1311","光大银行","601818"
"1312","美凯龙","601828"
"1313","XD成都银","601838"
"1314","中国石油","601857"
"1315","中国科传","601858"
"1316","中远海发","601866"
"1317","招商轮船","601872"
"1318","正泰电器","601877"
"1319","浙商证券","601878"
"1320","大连港","601880"
"1321","中国银河","601881"
"1322","海天精工","601882"
"1323","江河集团","601886"
"1324","中国国旅","601888"
"1325","亚星锚链","601890"
"1326","中煤能源","601898"
"1327","紫金矿业","601899"
"1328","南方传媒","601900"
"1329","方正证券","601901"
"1330","京运通","601908"
"1331","新集能源","601918"
"1332","中远海控","601919"
"1333","凤凰传媒","601928"
"1334","吉视传媒","601929"
"1335","永辉超市","601933"
"1336","建设银行","601939"
"1337","中国出版","601949"
"1338","苏垦农发","601952"
"1339","金钼股份","601958"
"1340","中国汽研","601965"
"1341","玲珑轮胎","601966"
"1342","宝钢包装","601968"
"1343","海南矿业","601969"
"1344","中国核电","601985"
"1345","中国银行","601988"
"1346","中国重工","601989"
"1347","南京证券","601990"
"1348","大唐发电","601991"
"1349","金隅集团","601992"
"1350","丰林集团","601996"
"1351","贵阳银行","601997"
"1352","中信银行","601998"
"1353","出版传媒","601999"
"1354","人民网","603000"
"1355","奥康国际","603001"
"1356","XD宏昌电","603002"
"1357","龙宇燃油","603003"
"1358","晶方科技","603005"
"1359","联明股份","603006"
"1360","花王股份","603007"
"1361","喜临门","603008"
"1362","北特科技","603009"
"1363","万盛股份","603010"
"1364","合锻智能","603011"
"1365","创力集团","603012"
"1366","亚普股份","603013"
"1367","弘讯科技","603015"
"1368","新宏泰","603016"
"1369","中衡设计","603017"
"1370","中设集团","603018"
"1371","中科曙光","603019"
"1372","爱普股份","603020"
"1373","山东华鹏","603021"
"1374","新通联","603022"
"1375","威帝股份","603023"
"1376","大豪科技","603025"
"1377","石大胜华","603026"
"1378","千禾味业","603027"
"1379","赛福天","603028"
"1380","天鹅股份","603029"
"1381","全筑股份","603030"
"1382","安德利","603031"
"1383","德新交运","603032"
"1384","三维股份","603033"
"1385","常熟汽饰","603035"
"1386","如通股份","603036"
"1387","凯众股份","603037"
"1388","华立股份","603038"
"1389","泛微网络","603039"
"1390","新坐标","603040"
"1391","美思德","603041"
"1392","华脉科技","603042"
"1393","广州酒家","603043"
"1394","福达合金","603045"
"1395","科林电气","603050"
"1396","台华新材","603055"
"1397","德邦股份","603056"
"1398","永吉股份","603058"
"1399","倍加洁","603059"
"1400","国检集团","603060"
"1401","禾望电气","603063"
"1402","音飞储存","603066"
"1403","振华股份","603067"
"1404","海汽集团","603069"
"1405","乐惠国际","603076"
"1406","和邦生物","603077"
"1407","江化微","603078"
"1408","DR圣达生","603079"
"1409","新疆火炬","603080"
"1410","大丰实业","603081"
"1411","剑桥科技","603083"
"1412","天成自控","603085"
"1413","先达股份","603086"
"1414","宁波精达","603088"
"1415","正裕工业","603089"
"1416","宏盛股份","603090"
"1417","新经典","603096"
"1418","森特股份","603098"
"1419","长白山","603099"
"1420","川仪股份","603100"
"1421","汇嘉时代","603101"
"1422","横店影视","603103"
"1423","恒银金融","603106"
"1424","XD润达医","603108"
"1425","东方材料","603110"
"1426","康尼机电","603111"
"1427","金能科技","603113"
"1428","红蜻蜓","603116"
"1429","万林股份","603117"
"1430","共进股份","603118"
"1431","翠微股份","603123"
"1432","中材节能","603126"
"1433","昭衍新药","603127"
"1434","华贸物流","603128"
"1435","春风动力","603129"
"1436","上海沪工","603131"
"1437","碳元科技","603133"
"1438","天目湖","603136"
"1439","海量数据","603138"
"1440","康惠制药","603139"
"1441","养元饮品","603156"
"1442","拉夏贝尔","603157"
"1443","腾龙股份","603158"
"1444","上海亚虹","603159"
"1445","汇顶科技","603160"
"1446","科华控股","603161"
"1447","荣晟环保","603165"
"1448","福达股份","603166"
"1449","渤海轮渡","603167"
"1450","DR莎普爱","603168"
"1451","兰石重装","603169"
"1452","德创环保","603177"
"1453","圣龙股份","603178"
"1454","新泉股份","603179"
"1455","金牌厨柜","603180"
"1456","XD皇马科","603181"
"1457","建研院","603183"
"1458","华正新材","603186"
"1459","亚邦股份","603188"
"1460","网达软件","603189"
"1461","日播时尚","603196"
"1462","保隆科技","603197"
"1463","迎驾贡酒","603198"
"1464","九华旅游","603199"
"1465","上海洗霸","603200"
"1466","快克股份","603203"
"1467","江山欧派","603208"
"1468","XD爱婴室","603214"
"1469","日月股份","603218"
"1470","济民制药","603222"
"1471","恒通股份","603223"
"1472","新凤鸣","603225"
"1473","菲林格尔","603226"
"1474","雪峰科技","603227"
"1475","景旺电子","603228"
"1476","奥翔药业","603229"
"1477","格尔软件","603232"
"1478","大参林","603233"
"1479","诺邦股份","603238"
"1480","XD浙江仙","603239"
"1481","电魂网络","603258"
"1482","药明康德","603259"
"1483","合盛硅业","603260"
"1484","天龙股份","603266"
"1485","松发股份","603268"
"1486","海鸥股份","603269"
"1487","银都股份","603277"
"1488","大业股份","603278"
"1489","赛腾股份","603283"
"1490","日盈电子","603286"
"1491","海天味业","603288"
"1492","泰瑞机器","603289"
"1493","杭叉集团","603298"
"1494","井神股份","603299"
"1495","华铁科技","603300"
"1496","振德医疗","603301"
"1497","鑫广绿环","603302"
"1498","得邦照明","603303"
"1499","旭升股份","603305"
"1500","华懋科技","603306"
"1501","应流股份","603308"
"1502","维力医疗","603309"
"1503","金海环境","603311"
"1504","梦百合","603313"
"1505","福鞍股份","603315"
"1506","诚邦股份","603316"
"1507","派思股份","603318"
"1508","湘油泵","603319"
"1509","迪贝电气","603320"
"1510","梅轮电梯","603321"
"1511","超讯通信","603322"
"1512","吴江银行","603323"
"1513","我乐家居","603326"
"1514","依顿电子","603328"
"1515","上海雅仕","603329"
"1516","上海天洋","603330"
"1517","百达精工","603331"
"1518","明星电缆","603333"
"1519","迪生力","603335"
"1520","宏辉果蔬","603336"
"1521","杰克股份","603337"
"1522","浙江鼎力","603338"
"1523","四方冷链","603339"
"1524","安井食品","603345"
"1525","文灿股份","603348"
"1526","莱克电气","603355"
"1527","华菱精工","603356"
"1528","设计总院","603357"
"1529","华达科技","603358"
"1530","东珠景观","603359"
"1531","百傲化学","603360"
"1532","傲农生物","603363"
"1533","水星家纺","603365"
"1534","日出东方","603366"
"1535","辰欣药业","603367"
"1536","柳药股份","603368"
"1537","今世缘","603369"
"1538","东方时尚","603377"
"1539","亚士创能","603378"
"1540","XD易德龙","603380"
"1541","顶点软件","603383"
"1542","惠达卫浴","603385"
"1543","广东骏亚","603386"
"1544","基蛋生物","603387"
"1545","元成股份","603388"
"1546","亚振家居","603389"
"1547","新天然气","603393"
"1548","金辰股份","603396"
"1549","邦宝益智","603398"
"1550","吉翔股份","603399"
"1551","信捷电气","603416"
"1552","鼎信通讯","603421"
"1553","集友股份","603429"
"1554","吉比特","603444"
"1555","九洲药业","603456"
"1556","勘设股份","603458"
"1557","风语筑","603466"
"1558","振静股份","603477"
"1559","科沃斯","603486"
"1560","展鹏科技","603488"
"1561","恒为科技","603496"
"1562","翔港科技","603499"
"1563","祥和实业","603500"
"1564","韦尔股份","603501"
"1565","金石资源","603505"
"1566","南都物业","603506"
"1567","振江股份","603507"
"1568","思维列控","603508"
"1569","欧普照明","603515"
"1570","淳中科技","603516"
"1571","绝味食品","603517"
"1572","维格娜丝","603518"
"1573","DR立霸股","603519"
"1574","司太立","603520"
"1575","众源新材","603527"
"1576","多伦科技","603528"
"1577","掌阅科技","603533"
"1578","嘉诚国际","603535"
"1579","惠发股份","603536"
"1580","美诺华","603538"
"1581","贵人鸟","603555"
"1582","海兴电力","603556"
"1583","起步股份","603557"
"1584","健盛集团","603558"
"1585","中通国脉","603559"
"1586","普莱柯","603566"
"1587","珍宝岛","603567"
"1588","XD伟明环","603568"
"1589","长久物流","603569"
"1590","汇金通","603577"
"1591","XD三星新","603578"
"1592","荣泰健康","603579"
"1593","艾艾精工","603580"
"1594","苏利股份","603585"
"1595","金麒麟","603586"
"1596","地素时尚","603587"
"1597","高能环境","603588"
"1598","口子窖","603589"
"1599","东尼电子","603595"
"1600","伯特利","603596"
"1601","引力传媒","603598"
"1602","广信股份","603599"
"1603","XD永艺股","603600"
"1604","再升科技","603601"
"1605","纵横通信","603602"
"1606","博天环境","603603"
"1607","珀莱雅","603605"
"1608","东方电缆","603606"
"1609","京华激光","603607"
"1610","天创时尚","603608"
"1611","禾丰牧业","603609"
"1612","诺力股份","603611"
"1613","索通发展","603612"
"1614","茶花股份","603615"
"1615","韩建河山","603616"
"1616","君禾股份","603617"
"1617","杭电股份","603618"
"1618","中曼石油","603619"
"1619","科森科技","603626"
"1620","清源股份","603628"
"1621","拉芳家化","603630"
"1622","徕木股份","603633"
"1623","南威软件","603636"
"1624","镇海股份","603637"
"1625","DR艾迪精","603638"
"1626","海利尔","603639"
"1627","畅联股份","603648"
"1628","彤程新材","603650"
"1629","朗博科技","603655"
"1630","泰禾光电","603656"
"1631","安图生物","603658"
"1632","璞泰来","603659"
"1633","苏州科达","603660"
"1634","恒林股份","603661"
"1635","三祥新材","603663"
"1636","康隆达","603665"
"1637","亿嘉和","603666"
"1638","DR五洲新","603667"
"1639","天马科技","603668"
"1640","灵康药业","603669"
"1641","卫信康","603676"
"1642","奇精机械","603677"
"1643","火炬电子","603678"
"1644","华体科技","603679"
"1645","今创集团","603680"
"1646","晶华新材","603683"
"1647","晨丰科技","603685"
"1648","龙马环卫","603686"
"1649","石英股份","603688"
"1650","皖天然气","603689"
"1651","至纯科技","603690"
"1652","安记食品","603696"
"1653","航天工程","603698"
"1654","纽威股份","603699"
"1655","德宏股份","603701"
"1656","盛洋科技","603703"
"1657","健友股份","603707"
"1658","家家悦","603708"
"1659","中源家居","603709"
"1660","香飘飘","603711"
"1661","七一二","603712"
"1662","塞力斯","603716"
"1663","DR天域生","603717"
"1664","海利生物","603718"
"1665","中广天择","603721"
"1666","阿科力","603722"
"1667","天安新材","603725"
"1668","朗迪集团","603726"
"1669","博迈科","603727"
"1670","鸣志电器","603728"
"1671","龙韵股份","603729"
"1672","岱美股份","603730"
"1673","仙鹤股份","603733"
"1674","三棵树","603737"
"1675","泰晶科技","603738"
"1676","大元泵业","603757"
"1677","秦安股份","603758"
"1678","隆鑫通用","603766"
"1679","中马传动","603767"
"1680","常青股份","603768"
"1681","沃格光电","603773"
"1682","永安行","603776"
"1683","来伊份","603777"
"1684","乾景园林","603778"
"1685","威龙股份","603779"
"1686","新日股份","603787"
"1687","DR宁波高","603788"
"1688","星光农机","603789"
"1689","联泰环保","603797"
"1690","康普顿","603798"
"1691","华友钴业","603799"
"1692","道森股份","603800"
"1693","志邦股份","603801"
"1694","瑞斯康达","603803"
"1695","福斯特","603806"
"1696","歌力思","603808"
"1697","豪能股份","603809"
"1698","诚意药业","603811"
"1699","原尚股份","603813"
"1700","顾家家居","603816"
"1701","海峡环保","603817"
"1702","曲美家居","603818"
"1703","神力股份","603819"
"1704","嘉澳环保","603822"
"1705","百合花","603823"
"1706","华扬联众","603825"
"1707","坤彩科技","603826"
"1708","柯利达","603828"
"1709","洛凯股份","603829"
"1710","欧派家居","603833"
"1711","四通股份","603838"
"1712","安正时尚","603839"
"1713","正平股份","603843"
"1714","好太太","603848"
"1715","华荣股份","603855"
"1716","东宏股份","603856"
"1717","步长制药","603858"
"1718","能科股份","603859"
"1719","中公高科","603860"
"1720","白云电器","603861"
"1721","桃李面包","603866"
"1722","飞科电器","603868"
"1723","北部湾旅","603869"
"1724","DR嘉友国","603871"
"1725","鼎胜新材","603876"
"1726","太平鸟","603877"
"1727","武进不锈","603878"
"1728","永悦科技","603879"
"1729","南卫股份","603880"
"1730","数据港","603881"
"1731","金域医学","603882"
"1732","老百姓","603883"
"1733","吉祥航空","603885"
"1734","元祖股份","603886"
"1735","城地股份","603887"
"1736","新华网","603888"
"1737","新澳股份","603889"
"1738","春秋电子","603890"
"1739","天永智能","603895"
"1740","寿仙谷","603896"
"1741","长城科技","603897"
"1742","好莱客","603898"
"1743","晨光文具","603899"
"1744","莱绅通灵","603900"
"1745","永创智能","603901"
"1746","中持股份","603903"
"1747","龙蟠科技","603906"
"1748","牧高笛","603908"
"1749","合诚股份","603909"
"1750","佳力图","603912"
"1751","苏博特","603916"
"1752","DR合力科","603917"
"1753","金桥信息","603918"
"1754","XD金徽酒","603919"
"1755","世运电路","603920"
"1756","金鸿顺","603922"
"1757","铁流股份","603926"
"1758","兴业股份","603928"
"1759","亚翔集成","603929"
"1760","睿能科技","603933"
"1761","XD博敏电","603936"
"1762","丽岛新材","603937"
"1763","三孚股份","603938"
"1764","益丰药房","603939"
"1765","大千生态","603955"
"1766","哈森股份","603958"
"1767","百利科技","603959"
"1768","克来机电","603960"
"1769","大理药业","603963"
"1770","法兰泰克","603966"
"1771","醋化股份","603968"
"1772","银龙股份","603969"
"1773","中农立华","603970"
"1774","正川股份","603976"
"1775","国泰集团","603977"
"1776","深圳新星","603978"
"1777","金诚信","603979"
"1778","吉华集团","603980"
"1779","恒润股份","603985"
"1780","兆易创新","603986"
"1781","康德莱","603987"
"1782","中电电机","603988"
"1783","艾华集团","603989"
"1784","麦迪科技","603990"
"1785","至正股份","603991"
"1786","洛阳钼业","603993"
"1787","中新科技","603996"
"1788","继峰股份","603997"
"1789","方盛制药","603998"
"1790","读者传媒","603999"
"1791","云赛B股","900901"
"1792","市北B股","900902"
"1793","大众B股","900903"
"1794","神奇B股","900904"
"1795","老凤祥B","900905"
"1796","中毅达B","900906"
"1797","鹏起B股","900907"
"1798","氯碱B股","900908"
"1799","华谊B股","900909"
"1800","海立B股","900910"
"1801","金桥B股","900911"
"1802","外高B股","900912"
"1803","国新B股","900913"
"1804","锦投B股","900914"
"1805","中路B股","900915"
"1806","凤凰B股","900916"
"1807","海欣B股","900917"
"1808","耀皮B股","900918"
"1809","绿庭B股","900919"
"1810","上柴B股","900920"
"1811","丹科B股","900921"
"1812","三毛B股","900922"
"1813","百联B股","900923"
"1814","上工B股","900924"
"1815","机电B股","900925"
"1816","宝信B","900926"
"1817","物贸B股","900927"
"1818","临港B股","900928"
"1819","锦旅B股","900929"
"1820","*ST沪普B","900930"
"1821","PT水仙B","900931"
"1822","陆家B股","900932"
"1823","华新B股","900933"
"1824","锦江B股","900934"
"1825","阳晨B股","900935"
"1826","鄂资B股","900936"
"1827","华电B股","900937"
"1828","海科B","900938"
"1829","汇丽B","900939"
"1830","大名城B","900940"
"1831","东信B股","900941"
"1832","黄山B股","900942"
"1833","开开B股","900943"
"1834","海控B股","900945"
"1835","天雁B股","900946"
"1836","振华B股","900947"
"1837","伊泰B股","900948"
"1838","东电B股","900949"
"1839","新城B股","900950"
"1840","大化B股","900951"
"1841","锦港B股","900952"
"1842","凯马B","900953"
"1843","海创B股","900955"
"1844","东贝B股","900956"
"1845","凌云B股","900957"
"1846","DR平安银","000001"
"1847","万科A","000002"
"1848","PT金田A","000003"
"1849","国农科技","000004"
"1850","世纪星源","000005"
"1851","深振业A","000006"
"1852","全新好","000007"
"1853","神州高铁","000008"
"1854","中国宝安","000009"
"1855","美丽生态","000010"
"1856","深物业A","000011"
"1857","南玻A","000012"
"1858","*ST石化A","000013"
"1859","沙河股份","000014"
"1860","PT中浩A","000015"
"1861","深康佳A","000016"
"1862","深中华A","000017"
"1863","神州长城","000018"
"1864","深深宝A","000019"
"1865","深华发A","000020"
"1866","深科技","000021"
"1867","深赤湾A","000022"
"1868","深天地A","000023"
"1869","招商地产","000024"
"1870","特力A","000025"
"1871","飞亚达A","000026"
"1872","深圳能源","000027"
"1873","国药一致","000028"
"1874","深深房A","000029"
"1875","富奥股份","000030"
"1876","中粮地产","000031"
"1877","深桑达A","000032"
"1878","新都退","000033"
"1879","神州数码","000034"
"1880","中国天楹","000035"
"1881","华联控股","000036"
"1882","深南电A","000037"
"1883","深大通","000038"
"1884","中集集团","000039"
"1885","东旭蓝天","000040"
"1886","中洲控股","000042"
"1887","中航善达","000043"
"1888","深纺织A","000045"
"1889","泛海控股","000046"
"1890","ST中侨","000047"
"1891","康达尔","000048"
"1892","德赛电池","000049"
"1893","深天马A","000050"
"1894","方大集团","000055"
"1895","皇庭国际","000056"
"1896","深赛格","000058"
"1897","华锦股份","000059"
"1898","中金岭南","000060"
"1899","农产品","000061"
"1900","深圳华强","000062"
"1901","中兴通讯","000063"
"1902","北方国际","000065"
"1903","中国长城","000066"
"1904","华控赛格","000068"
"1905","华侨城A","000069"
"1906","特发信息","000070"
"1907","海王生物","000078"
"1908","盐田港","000088"
"1909","深圳机场","000089"
"1910","天健集团","000090"
"1911","广聚能源","000096"
"1912","中信海直","000099"
"1913","TCL集团","000100"
"1914","宜华健康","000150"
"1915","中成股份","000151"
"1916","丰原药业","000153"
"1917","川化股份","000155"
"1918","华数传媒","000156"
"1919","中联重科","000157"
"1920","常山北明","000158"
"1921","国际实业","000159"
"1922","申万宏源","000166"
"1923","东方市场","000301"
"1924","美的集团","000333"
"1925","潍柴动力","000338"
"1926","许继电气","000400"
"1927","冀东水泥","000401"
"1928","金融街","000402"
"1929","ST生化","000403"
"1930","华意压缩","000404"
"1931","ST鑫光","000405"
"1932","石油大明","000406"
"1933","胜利股份","000407"
"1934","藏格控股","000408"
"1935","山东地矿","000409"
"1936","沈阳机床","000410"
"1937","英特集团","000411"
"1938","ST五环","000412"
"1939","东旭光电","000413"
"1940","渤海金控","000415"
"1941","民生控股","000416"
"1942","合肥百货","000417"
"1943","小天鹅A","000418"
"1944","通程控股","000419"
"1945","吉林化纤","000420"
"1946","南京公用","000421"
"1947","*ST宜化","000422"
"1948","东阿阿胶","000423"
"1949","徐工机械","000425"
"1950","兴业矿业","000426"
"1951","华天酒店","000428"
"1952","粤高速A","000429"
"1953","张家界","000430"
"1954","晨鸣纸业","000488"
"1955","山东路桥","000498"
"1956","鄂武商A","000501"
"1957","绿景控股","000502"
"1958","国新健康","000503"
"1959","南华生物","000504"
"1960","京粮控股","000505"
"1961","中润资源","000506"
"1962","珠海港","000507"
"1963","琼民源A","000508"
"1964","华塑控股","000509"
"1965","金路集团","000510"
"1966","烯碳退","000511"
"1967","丽珠集团","000513"
"1968","渝开发","000514"
"1969","攀渝钛业","000515"
"1970","国际医学","000516"
"1971","荣安地产","000517"
"1972","四环生物","000518"
"1973","中兵红箭","000519"
"1974","长航凤凰","000520"
"1975","美菱电器","000521"
"1976","白云山A","000522"
"1977","广州浪奇","000523"
"1978","岭南控股","000524"
"1979","红太阳","000525"
"1980","紫光学大","000526"
"1981","美的电器","000527"
"1982","柳工","000528"
"1983","广弘控股","000529"
"1984","大冷股份","000530"
"1985","穗恒运A","000531"
"1986","华金资本","000532"
"1987","万家乐","000533"
"1988","万泽股份","000534"
"1989","*ST猴王","000535"
"1990","华映科技","000536"
"1991","广宇发展","000537"
"1992","云南白药","000538"
"1993","粤电力A","000539"
"1994","中天金融","000540"
"1995","佛山照明","000541"
"1996","TCL通讯","000542"
"1997","皖能电力","000543"
"1998","中原环保","000544"
"1999","金浦钛业","000545"
"2000","金圆股份","000546"
"2001","航天发展","000547"
"2002","湖南投资","000548"
"2003","S湘火炬","000549"
"2004","江铃汽车","000550"
"2005","创元科技","000551"
"2006","靖远煤电","000552"
"2007","沙隆达A","000553"
"2008","泰山石油","000554"
"2009","神州信息","000555"
"2010","PT南洋","000556"
"2011","西部创业","000557"
"2012","莱茵体育","000558"
"2013","万向钱潮","000559"
"2014","我爱我家","000560"
"2015","烽火电子","000561"
"2016","宏源证券","000562"
"2017","陕国投A","000563"
"2018","供销大集","000564"
"2019","渝三峡A","000565"
"2020","海南海药","000566"
"2021","海德股份","000567"
"2022","泸州老窖","000568"
"2023","长城股份","000569"
"2024","苏常柴A","000570"
"2025","新大洲A","000571"
"2026","海马汽车","000572"
"2027","粤宏远A","000573"
"2028","广东甘化","000576"
"2029","盐湖集团","000578"
"2030","威孚高科","000581"
"2031","北部湾港","000582"
"2032","S*ST托普","000583"
"2033","哈工智能","000584"
"2034","*ST东电","000585"
"2035","汇源通信","000586"
"2036","金洲慈航","000587"
"2037","PT粤金曼","000588"
"2038","黔轮胎A","000589"
"2039","启迪古汉","000590"
"2040","太阳能","000591"
"2041","平潭发展","000592"
"2042","大通燃气","000593"
"2043","国恒退","000594"
"2044","宝塔实业","000595"
"2045","古井贡酒","000596"
"2046","东北制药","000597"
"2047","兴蓉环境","000598"
"2048","青岛双星","000599"
"2049","建投能源","000600"
"2050","韶能股份","000601"
"2051","金马集团","000602"
"2052","盛达矿业","000603"
"2053","渤海股份","000605"
"2054","神州易桥","000606"
"2055","华媒控股","000607"
"2056","阳光股份","000608"
"2057","中迪投资","000609"
"2058","西安旅游","000610"
"2059","天首发展","000611"
"2060","焦作万方","000612"
"2061","大东海A","000613"
"2062","京汉股份","000615"
"2063","海航投资","000616"
"2064","中油资本","000617"
"2065","吉林化工","000618"
"2066","海螺型材","000619"
"2067","新华联","000620"
"2068","*ST比特","000621"
"2069","恒立实业","000622"
"2070","吉林敖东","000623"
"2071","长安汽车","000625"
"2072","远大控股","000626"
"2073","天茂集团","000627"
"2074","高新发展","000628"
"2075","*ST钒钛","000629"
"2076","铜陵有色","000630"
"2077","顺发恒业","000631"
"2078","三木集团","000632"
"2079","合金投资","000633"
"2080","英力特","000635"
"2081","风华高科","000636"
"2082","茂化实华","000637"
"2083","万方发展","000638"
"2084","西王食品","000639"
"2085","仁和药业","000650"
"2086","格力电器","000651"
"2087","泰达股份","000652"
"2088","ST九州","000653"
"2089","*ST金岭","000655"
"2090","金科股份","000656"
"2091","中钨高新","000657"
"2092","ST海洋","000658"
"2093","珠海中富","000659"
"2094","*ST南华","000660"
"2095","长春高新","000661"
